Save Timestamp,Participant,Food,Trial,Trial_Start_Time,Action_Start_Time,Action_Contact_Time,Action_Extraction_Time,Action_End_Time,Trial_Duration,Food_Reference_Frame_Translation_X,Food_Reference_Frame_Translation_Y,Food_Reference_Frame_Translation_Z,Food_Reference_Frame_Rotation_X,Food_Reference_Frame_Rotation_Y,Food_Reference_Frame_Rotation_Z,Pre_Grasp_Target_Offset_X,Pre_Grasp_Target_Offset_Y,Pre_Grasp_Target_Offset_Z,Pre_Grasp_Initial_Utensil_Transform_Translation_X,Pre_Grasp_Initial_Utensil_Transform_Translation_Y,Pre_Grasp_Initial_Utensil_Transform_Translation_Z,Pre_Grasp_Initial_Utensil_Transform_Rotation_X,Pre_Grasp_Initial_Utensil_Transform_Rotation_Y,Pre_Grasp_Initial_Utensil_Transform_Rotation_Z,Pre_Grasp_Force_Threshold,Approach_Frame_Rotation_X,Approach_Frame_Rotation_Y,Approach_Frame_Rotation_Z,Grasp_In_Food_Twist_Linear_X,Grasp_In_Food_Twist_Linear_Y,Grasp_In_Food_Twist_Linear_Z,Grasp_In_Food_Twist_Angular_X,Grasp_In_Food_Twist_Angular_Y,Grasp_In_Food_Twist_Angular_Z,Grasp_Force_Threshold,Grasp_Torque_Threshold,Grasp_Duration,Extraction_Out_Of_Food_Twist_Linear_X,Extraction_Out_Of_Food_Twist_Linear_Y,Extraction_Out_Of_Food_Twist_Linear_Z,Extraction_Out_Of_Food_Twist_Angular_X,Extraction_Out_Of_Food_Twist_Angular_Y,Extraction_Out_Of_Food_Twist_Angular_Z,Extraction_Duration
1654734119.21061,1,bagel,1_2021,1637705108.5418289,6.282831907272339,7.0227820873260498,8.462787389755249,8.6128339767456055,10.249858140945435,-0.36390725284151965,0.015305611133089481,0.099481807991220111,-1.605964206959543,-0.025415930404160576,-1.0199894056600392,-0.041459090866631201,0.0035495804098668038,0.012721669099831259,-0.088879968455816874,0.084267541385317335,0.047876628133189596,2.9376919013429443,-0.38198234823702326,0.11210378359224575,2.0368114122240328,0.0,0.0,-0.7587657474081992,0.0057189108134538189,-0.00011498403213513415,-0.021109189975048192,0.011023020703213095,0.2441039807015597,0.048999469131775754,41.280463422590358,0.0087402932971814909,1.4400053024291992,0.035799108007766881,-0.08920829269844098,0.43544267782901969,-3.4734772924357791,-0.89158173444127986,0.54505766223499386,0.15004658699035645
1654734158.63182,1,broccoli,1_2021,1637703479.704477,4.462754011154175,10.712723970413208,11.912730693817139,12.082733154296875,15.98715591430664,-0.37686682943116212,0.01380465966022304,0.099692958337203139,-1.6050417146475815,-0.025254107838624452,-0.5149228293827898,0.014823792146615888,-0.0051114963268978908,0.0068490714063244862,-0.00043538163808809482,0.08846040596660093,0.038652478717241763,2.9286389775854507,-0.3595309466699648,0.5083009380320397,2.2034434491823487,0.0,0.0,-1.565874598052545,-0.0036539604184437574,-0.0032879655577485924,-0.027847681401654667,0.10670179445597648,0.16352266275972044,0.33755022607137852,56.794800258140882,0.0062046686983472151,1.2000067234039307,0.13324809147037942,-0.15853808802355607,0.34137869493988521,-3.2546508588868499,0.29009030431262228,-0.22554787915402419,0.17000246047973633
1654734189.147439,1,broccoli,3_2021,1637703534.690413,3.022778272628784,4.8827383518218994,6.2727715969085693,6.4827806949615479,9.647824764251709,-0.39148418499760224,0.012435981883564984,0.070571027212580739,-1.6041813117742008,-0.025266631443224153,-0.7572651472845269,-0.013025285414012544,0.010235694371236115,0.0087483437737192089,-0.032352454570306138,0.099272715960966151,0.049965686226065169,2.7851801435208836,-0.40439107096655386,0.29573053990709464,2.3261469437445172,0.0,0.0,-1.2557553915744664,0.0060466622142795303,0.0051791561787802882,-0.026119270369207644,0.17188314599762627,0.13687904652847255,-0.23885329461928301,38.422156199463281,0.0077281563262800151,1.3900332450866699,0.11241988088567419,-0.112786614065329,0.29809346970540745,-1.2892204242483343,-0.99200169127136473,0.92299273853957908,0.21000909805297852
1654734216.113692,1,broccoli,5_2021,1637703591.3773968,4.3528242111206055,6.382718563079834,6.9527328014373779,7.392730712890625,10.1466703414917,-0.44998478793073587,0.013008747510505292,0.12744449692684917,-1.6051500680025494,-0.024978909578905886,-1.523224816555557,0.025132866196663856,0.005965485627659306,-0.0059669606823538057,0.012384134997564189,0.049127077778669148,0.083333357434677513,3.0548048576151827,0.02986098650264604,-0.890462467346825,1.9345677274052593,0.0,0.0,-1.8177351454697228,0.021007249250670542,-0.026758392701305585,-0.039348048860161827,0.56671157930698068,-0.039982930544586313,1.4876549614988313,38.805405415630119,0.0078992992857223002,0.57001423835754395,0.021565876869772928,-0.020639206018470271,0.11151919923694813,-1.1902230949883439,0.51455971973636905,-0.37662361750280687,0.43999791145324707
1654734236.789091,1,chicken,2_2021,1637703840.5422335,5.96286940574646,7.0028090476989746,7.6028203964233398,7.7228238582611084,10.228283882141113,-0.37098699534135521,0.016023287162298172,0.15475277397818615,-1.605547358007722,-0.024819404281963917,-0.6651490382883022,-0.0071197280641241423,0.013072959585727462,-0.013192512188427867,-0.046223924858904336,0.080927045761671645,0.048990160496675018,3.0606388620531777,-0.21139008862176525,0.3733227552247962,1.8096437954052567,0.0,0.0,-1.0518374787687665,0.025172488189605227,-0.010177010980009305,-0.022243225023697792,-0.15153896193774472,0.24121694535477659,0.29495957428645792,26.321523329504167,0.0025855128084052528,0.60001134872436523,0.11636130099275847,-0.22418969761979793,0.50514904782537262,-3.9206526506719177,-0.38507659056703097,1.2347283365230479,0.12000346183776855
1654734258.366469,1,chicken,3_2021,1637703866.7822227,4.0128703117370605,5.3227765560150146,6.1327922344207764,6.3927292823791504,8.928113460540771,-0.45842191529794263,0.013445633819250569,0.14202532469878176,-1.6052901183418913,-0.0247167869575689,-1.7676559952379656,-0.026899047634761863,0.019961381626555308,-0.01033867906973982,-0.088132174198839813,0.088168808913375196,0.029639453379147668,2.7996012553617673,0.15060320560921944,-0.9913256453499026,1.9293819485743744,0.0,0.0,-0.7856059598224109,-0.0051315632198940036,0.00079022168254611123,-0.015402698445560631,0.095792526297140024,0.10241202094637224,0.32949299682106931,32.988021240943489,0.0080816410448760392,0.81001567840576172,0.062199402153957334,0.012080642238139296,0.22857661604974905,-2.1708550538215206,-0.56783400222178448,0.67063327145021812,0.25993704795837402
1654734278.233132,1,chicken,4_2021,1637703893.522682,4.872818231582642,5.2828888893127441,6.3728165626525879,6.5128953456878662,8.734587907791138,-0.46972165369698637,0.013355016840166045,0.14506149861347989,-1.605818110235916,-0.02471980913193275,-1.5661276320378825,-0.0072323798143770213,0.013950962379466747,0.0070845701527315064,-0.076185700333668463,0.080012498910252916,0.036771486135289799,2.6139361902899827,0.08932142629379534,-0.315475271979565,1.8813866957860244,0.0,0.0,-0.8098928964676416,0.007033589272078972,-0.003751707184219875,-0.028572785229792026,0.20577123659088517,0.0058485598277405026,-0.074869768304120357,30.974921992971371,0.0062212955490326275,1.0899276733398438,0.0079256768852856586,-0.035608839502587447,0.42022812077780985,-2.0551528664676617,-0.75738604083990346,0.95608293595549876,0.14007878303527832
1654734301.289543,1,doughnuthole,1_2021,1637703964.0597236,7.182779550552368,7.3528223037719727,8.2927920818328857,8.4328227043151855,11.322137117385864,-0.44248683470476952,0.012003475452039836,0.090283840169892576,-1.6044883197751325,-0.024708628544294245,-0.7046726921893806,-0.00060342658806217253,0.0052772500635760444,0.004811896724465782,0.01814008768784281,0.068232746934054789,0.080212732836408812,2.911977066995672,-0.2572202826480777,0.7125282883163323,1.5785593372737057,0.0,0.0,-1.830641753911782,0.0062876302397401277,-0.0057080157758491838,-0.015998419715310252,0.048720063381938711,0.11467897516707833,-0.047995276762724644,17.633208707547428,0.0023544587361864345,0.93996977806091309,0.026876965176392927,0.036540967466758681,0.33221217697454009,-2.9969213161989727,0.34448865592329025,0.82859146245918813,0.1400306224822998
1654734320.542894,1,doughnuthole,3_2021,1637704028.92322,5.282851219177246,5.8328297138214111,6.9628100395202637,7.0628108978271484,9.254478931427002,-0.4592623557722344,0.013544481730155211,0.14353445013298882,-1.6049863652948662,-0.024569888778503007,-2.3677753796894896,-0.016589326861358278,-0.0022750916394149445,0.011490839425062682,-0.10608087790256798,-0.007849425594876891,0.055764862205825931,2.7569256610789723,0.3806653911617445,-0.8532962206660224,1.9488510198941675,-0.0,0.0,0.07386012307073665,0.0095976314998584365,-0.00063566565268551565,-0.015454452721921367,0.2230696305620388,0.075709424940110154,-0.30689676103444713,16.934404450677821,0.0019426063290913561,1.1299803256988525,0.035306197280622981,-0.039385823048887582,0.38236780847501689,-3.0598586206266645,-0.69731112114359539,0.50796913017078216,0.10000085830688477
1654734339.92121,1,fries,2_2021,1637704548.0122595,5.189945697784424,5.7100036144256592,6.3899333477020264,6.5100314617156982,9.039134502410889,-0.35075353286079358,0.014625118257988623,0.099720825686544737,-1.6060099624871005,-0.025537469585695714,-0.5544795295287711,-0.0034069732291566179,0.0095921982812128825,0.0057764149917415193,-0.038050166277011549,0.046531514396531082,0.092004809969159773,3.019699819278549,-0.4389473055943384,1.3030295251657191,2.0030538036090846,0.0,0.0,-0.8853381503339056,0.0027055796462830454,-0.015699261093668732,-0.044208658164259208,0.40707137480186151,0.11047383787748059,-0.41683939892106403,11.184289396568449,0.0030521111089410625,0.67992973327636719,0.11001723394440797,-0.28240604733099656,0.4838581925511502,-4.7046090565947578,0.63760502221673654,0.087281633604223779,0.12009811401367188
